farm_id,region,season,irrigation,soil_quality,rice_variety,rainfall_mm,temperature_c,humidity_pct,fertilizer_kg_ha,pesticide_l_ha,land_area_ha,planting_density,yield_ton_ha,risk_category
FARM_304,Dekat Sungai,Musim Hujan,Tadah Hujan,Sedang,Varietas A,240.34,27.3,80.8,148.61,2.32,1.25,28.75,7.56,Risiko Rendah
FARM_177,Dekat Sungai,Musim Kemarau,Teknis,Rendah,Varietas C,172.41,28.83,73.56,157.59,1.39,1.18,24.8,8.74,Risiko Rendah
FARM_305,Dekat Sungai,Musim Hujan,Tadah Hujan,Sedang,Varietas A,258.72,24.98,89.69,118.93,1.71,0.8,31.4,5.85,Risiko Rendah
FARM_173,Dataran Menengah,Musim Kemarau,Tadah Hujan,Rendah,Varietas B,101.66,26.46,69.07,69.35,2.2,1.99,22.39,4.38,Risiko Sedang
FARM_318,Dataran Rendah,Musim Hujan,Semi Teknis,Rendah,Varietas B,295.12,24.79,85.91,90.81,0.2,2.38,27.38,3.85,Risiko Sedang
FARM_256,Dataran Menengah,Musim Kemarau,Teknis,Sedang,Varietas A,158.94,29.64,63.6,127.7,2.14,1.79,19.77,8.17,Risiko Rendah
FARM_257,Tadah Hujan,Musim Hujan,Semi Teknis,Rendah,Varietas A,109.22,28.35,75.3,87.5,2.14,1.21,14.01,4.7,Risiko Sedang
FARM_182,Dataran Rendah,Musim Kemarau,Teknis,Tinggi,Varietas A,141.55,28.26,76.43,146.8,3.1,0.91,15.75,8.68,Risiko Rendah
FARM_254,Dataran Rendah,Musim Hujan,Teknis,Tinggi,Varietas A,232.89,,71.34,45.33,0.94,1.83,21.33,6.67,Risiko Rendah
FARM_130,Dataran Menengah,Musim Kemarau,Semi Teknis,Tinggi,Varietas B,176.55,26.28,59.36,103.35,1.5,1.88,22.17,7.25,Risiko Rendah
FARM_039,Dekat Sungai,Musim Kemarau,Tadah Hujan,Sedang,Varietas B,116.14,23.62,67.36,137.8,1.6,2.95,22.02,5.99,Risiko Rendah
FARM_012,Tadah Hujan,Musim Hujan,Tadah Hujan,Sedang,Varietas B,247.59,28.26,85.98,102.23,2.11,0.35,27.95,6.32,Risiko Rendah
FARM_235,Dataran Rendah,Musim Kemarau,Semi Teknis,Sedang,Varietas B,136.17,28.07,73.48,152.12,1.24,0.3,27.28,7.9,Risiko Rendah
FARM_341,Dataran Menengah,Musim Hujan,Tadah Hujan,Sedang,Varietas A,152.83,27.49,85.73,93.84,0.52,0.85,28.31,6.72,Risiko Rendah
FARM_113,Tadah Hujan,Musim Hujan,Teknis,Sedang,Varietas C,163.87,25.02,80.73,125.72,0.71,0.55,27.72,8.28,Risiko Rendah
FARM_180,Dataran Rendah,Musim Hujan,Teknis,Sedang,Varietas B,278.1,26.63,89.42,141.1,2.16,1.18,17.36,7.69,Risiko Rendah
FARM_234,Dataran Menengah,Musim Hujan,Tadah Hujan,Tinggi,Varietas C,187.73,23.6,89.16,112.38,2.14,0.75,26.06,7.51,Risiko Rendah
FARM_224,Dataran Menengah,Musim Hujan,Tadah Hujan,Sedang,Varietas B,,23.76,93.86,61.58,1.28,1.4,24.63,4.6,Risiko Sedang
FARM_118,Dataran Rendah,Musim Kemarau,Teknis,Tinggi,Varietas A,118.84,28.28,66.54,129.23,2.49,0.91,15.91,7.63,Risiko Rendah
FARM_333,Dataran Rendah,Musim Hujan,Tadah Hujan,Sedang,Varietas C,259.41,27.37,77.82,62.65,2.03,0.73,24.01,5.97,Risiko Rendah
FARM_347,Dekat Sungai,Musim Hujan,Teknis,Rendah,Varietas B,227.88,28.72,79.65,104.98,2.15,0.63,25.65,6.47,Risiko Rendah
FARM_272,Tadah Hujan,Musim Kemarau,Semi Teknis,Sedang,Varietas A,88.02,26.77,71.95,126.91,2.02,0.8,24.41,6.28,Risiko Rendah
FARM_327,Dataran Menengah,Musim Kemarau,Teknis,Tinggi,Varietas B,81.86,25.97,62.51,144.98,3.02,1.34,26.21,8.12,Risiko Rendah
FARM_165,Dataran Rendah,Musim Kemarau,Tadah Hujan,Tinggi,Varietas A,149.03,28.05,66.64,101.94,1.45,2.97,23.57,7.08,Risiko Rendah
FARM_263,Dataran Rendah,Musim Hujan,Teknis,Tinggi,Varietas A,142.69,26.37,78.1,109.21,1.88,1.56,15.13,6.26,Risiko Rendah
FARM_246,Tadah Hujan,Musim Hujan,Teknis,Sedang,Varietas C,155.15,27.54,79.68,103.48,2.37,2.42,20.48,8.38,Risiko Rendah
FARM_155,Tadah Hujan,Musim Hujan,Teknis,Sedang,Varietas B,43.05,26.79,85.94,102.24,0.21,0.82,17.02,4.27,Risiko Sedang
FARM_248,Tadah Hujan,Musim Hujan,Teknis,Tinggi,Varietas B,254.57,27.25,85.45,,3.08,1.35,23.5,6.72,Risiko Rendah
FARM_003,Dekat Sungai,Musim Hujan,Teknis,Sedang,Varietas B,306.79,24.37,80.81,128.42,1.99,1.7,24.34,6.21,Risiko Rendah
FARM_116,Tadah Hujan,Musim Kemarau,Semi Teknis,Tinggi,Varietas A,128.23,30.12,69.63,136.51,2.71,2.28,18.57,7.82,Risiko Rendah
FARM_267,Dekat Sungai,Musim Hujan,Semi Teknis,Sedang,Varietas B,296.93,27.73,76.87,121.28,2.12,2.88,27.78,6.22,Risiko Rendah
FARM_203,Dataran Rendah,Musim Hujan,Tadah Hujan,Sedang,Varietas B,295.49,24.83,85.35,120.59,3.64,0.92,26.72,5.98,Risiko Rendah
FARM_250,Tadah Hujan,Musim Kemarau,Semi Teknis,Sedang,Varietas B,130.39,24.84,64.32,120.33,1.55,0.61,23.54,6.55,Risiko Rendah
FARM_121,Tadah Hujan,Musim Kemarau,Teknis,Tinggi,Varietas A,100.63,31.52,63.48,163.29,1.63,0.7,20.13,6.96,Risiko Rendah
FARM_278,Dekat Sungai,Musim Hujan,Teknis,Sedang,Varietas B,279.43,25.63,95.92,163.58,1.76,1.79,21.79,8.05,Risiko Rendah
FARM_245,Dataran Rendah,Musim Hujan,Teknis,Tinggi,Varietas A,317.1,27.5,81.97,102.03,3.15,0.92,28.29,7.22,Risiko Rendah
FARM_311,Dataran Menengah,Musim Hujan,Teknis,Rendah,Varietas B,222.08,26.63,89.34,149.13,1.56,1.37,25.67,8.41,Risiko Rendah
FARM_128,Tadah Hujan,Musim Hujan,Tadah Hujan,Sedang,Varietas A,274.56,25.66,90.37,72.52,2.73,1.0,20.88,5.63,Risiko Sedang
FARM_075,Dekat Sungai,Musim Hujan,Teknis,Sedang,Varietas A,219.48,25.91,87.03,138.33,1.26,2.65,29.42,8.32,Risiko Rendah
FARM_292,Dataran Rendah,Musim Hujan,Tadah Hujan,Rendah,Varietas B,150.69,27.22,74.07,121.31,2.56,0.92,25.92,7.21,Risiko Rendah
FARM_030,Dataran Rendah,Musim Kemarau,Semi Teknis,Rendah,Varietas B,104.14,30.12,72.87,112.74,1.89,1.11,33.4,4.6,Risiko Sedang
FARM_084,Dataran Rendah,Musim Hujan,Semi Teknis,Sedang,Varietas A,329.49,25.04,81.2,100.13,1.36,1.63,16.63,4.48,Risiko Sedang
FARM_299,Dekat Sungai,Musim Kemarau,Tadah Hujan,Sedang,Varietas A,127.74,30.16,67.44,165.91,2.91,0.82,25.15,7.35,Risiko Rendah
FARM_108,Dekat Sungai,Musim Kemarau,Teknis,Rendah,Varietas B,189.43,27.3,67.97,38.07,2.06,1.42,23.76,2.83,Risiko Tinggi
FARM_291,Dataran Rendah,Musim Hujan,Teknis,Tinggi,Varietas A,179.6,28.37,98.0,115.52,3.31,1.23,24.4,9.21,Risiko Rendah
FARM_220,Tadah Hujan,Musim Hujan,Semi Teknis,Sedang,Varietas A,255.27,25.6,90.52,122.22,2.26,2.89,14.51,6.08,Risiko Rendah
FARM_134,Dataran Rendah,Musim Hujan,Tadah Hujan,Tinggi,Varietas C,204.65,28.9,80.45,100.01,2.03,0.68,26.03,7.41,Risiko Rendah
FARM_185,Dataran Rendah,Musim Kemarau,Semi Teknis,Rendah,Varietas A,114.83,30.97,64.83,97.96,1.48,1.5,24.77,4.54,Risiko Sedang
FARM_310,Dataran Rendah,Musim Hujan,Tadah Hujan,Sedang,Varietas A,321.72,27.08,84.23,113.42,2.11,0.47,27.4,2.05,Risiko Tinggi
FARM_045,Dataran Rendah,Musim Hujan,Teknis,Sedang,Varietas A,223.82,22.86,77.52,138.66,2.62,0.82,19.64,7.97,Risiko Rendah
FARM_332,Dekat Sungai,Musim Hujan,Semi Teknis,Rendah,Varietas B,255.62,27.77,78.9,127.62,1.84,1.62,27.52,6.58,Risiko Rendah
FARM_066,Dataran Menengah,Musim Hujan,Tadah Hujan,,Varietas A,248.3,23.71,94.38,156.35,2.38,2.29,23.98,7.55,Risiko Rendah
FARM_269,Dataran Menengah,Musim Hujan,Teknis,Tinggi,Varietas B,246.49,27.46,74.04,57.6,0.2,1.57,19.47,6.38,Risiko Rendah
FARM_086,Dataran Rendah,Musim Kemarau,Semi Teknis,Tinggi,Varietas A,149.66,28.35,64.25,84.14,3.3,2.51,21.64,8.21,Risiko Rendah
FARM_187,Tadah Hujan,Musim Hujan,Tadah Hujan,Sedang,Varietas A,182.19,24.89,86.02,85.42,2.41,0.59,28.1,6.34,Risiko Rendah
FARM_071,Dekat Sungai,Musim Hujan,Teknis,Sedang,Varietas C,215.7,28.48,89.29,91.56,2.86,2.58,25.68,8.27,Risiko Rendah
FARM_160,Dekat Sungai,Musim Hujan,Teknis,Rendah,Varietas C,284.3,27.56,95.27,98.09,3.54,1.51,19.49,6.82,Risiko Rendah
FARM_013,Tadah Hujan,Musim Hujan,Semi Teknis,Sedang,Varietas C,127.33,25.52,84.4,120.08,1.48,1.61,21.15,7.26,Risiko Rendah
FARM_036,Tadah Hujan,Musim Kemarau,Tadah Hujan,Sedang,Varietas B,155.7,26.6,64.58,163.69,1.15,0.31,29.14,8.01,Risiko Rendah
FARM_029,Dataran Menengah,Musim Kemarau,Tadah Hujan,Sedang,Varietas C,100.71,27.21,62.27,65.27,0.8,1.28,25.44,5.55,Risiko Sedang
FARM_171,Dekat Sungai,Musim Kemarau,Semi Teknis,Tinggi,Varietas C,168.04,29.17,91.27,35.0,2.49,0.94,27.6,5.63,Risiko Sedang
FARM_143,Dataran Menengah,Musim Hujan,Semi Teknis,Sedang,Varietas B,332.71,25.81,74.62,151.28,2.64,1.47,20.83,6.01,Risiko Rendah
FARM_151,Tadah Hujan,Musim Kemarau,Teknis,Tinggi,Varietas B,209.16,28.88,75.39,121.01,2.03,1.46,26.93,9.29,Risiko Rendah
FARM_229,Tadah Hujan,Musim Hujan,Tadah Hujan,Sedang,Varietas A,230.77,27.11,84.62,77.61,3.76,3.53,22.38,6.34,Risiko Rendah
FARM_222,Dataran Menengah,Musim Kemarau,Semi Teknis,Tinggi,Varietas B,77.61,26.85,73.12,,2.57,2.41,25.18,6.76,Risiko Rendah
FARM_132,Dataran Rendah,Musim Kemarau,Semi Teknis,Sedang,Varietas A,119.49,28.51,71.82,102.4,2.39,1.07,30.04,5.94,Risiko Rendah
FARM_289,Dataran Rendah,Musim Kemarau,Teknis,Rendah,Varietas C,147.66,29.47,70.38,124.0,3.05,2.44,20.95,6.92,Risiko Rendah
FARM_052,Dekat Sungai,Musim Kemarau,Tadah Hujan,Sedang,Varietas A,141.86,27.09,67.29,141.64,2.91,2.23,20.57,8.29,Risiko Rendah
FARM_295,Dataran Rendah,Musim Hujan,Semi Teknis,Rendah,Varietas A,178.17,30.98,83.05,162.67,3.28,1.45,22.01,6.49,Risiko Rendah
FARM_096,Dataran Menengah,Musim Hujan,Semi Teknis,Sedang,Varietas A,217.44,28.38,87.72,56.56,1.34,3.32,24.84,6.73,Risiko Rendah
FARM_276,Dataran Menengah,Musim Hujan,Teknis,Tinggi,Varietas C,239.49,24.56,83.77,106.92,3.79,2.45,24.91,8.34,Risiko Rendah
FARM_179,Tadah Hujan,Musim Hujan,Teknis,Rendah,Varietas B,81.98,28.63,81.19,163.93,2.53,1.75,21.42,7.18,Risiko Rendah
FARM_205,Dekat Sungai,Musim Hujan,Semi Teknis,Sedang,Varietas A,182.3,24.61,82.07,150.63,2.01,0.67,20.7,8.28,Risiko Rendah
FARM_124,Dataran Rendah,Musim Kemarau,Tadah Hujan,Sedang,Varietas A,115.3,29.85,73.68,113.73,2.01,3.08,32.37,5.79,Risiko Sedang
FARM_042,Dataran Menengah,Musim Kemarau,Teknis,Tinggi,Varietas A,162.94,26.51,67.3,126.03,2.98,0.79,12.0,7.23,Risiko Rendah
FARM_090,Dataran Menengah,Musim Hujan,Teknis,Sedang,Varietas B,212.71,25.12,79.9,91.52,1.52,1.55,24.66,7.1,Risiko Rendah
FARM_281,Tadah Hujan,Musim Hujan,Teknis,Tinggi,Varietas A,184.06,30.05,88.44,120.72,2.37,4.0,22.91,7.65,Risiko Rendah
FARM_207,Dataran Rendah,Musim Hujan,Teknis,Rendah,Varietas A,233.35,29.63,76.99,123.08,3.18,1.86,28.78,7.05,Risiko Rendah
FARM_137,Dataran Menengah,Musim Kemarau,Teknis,Rendah,Varietas A,135.67,24.79,57.0,136.22,2.78,1.2,23.17,7.76,Risiko Rendah
FARM_027,Dataran Rendah,Musim Hujan,Teknis,Sedang,Varietas C,309.82,29.59,94.04,86.89,1.64,3.33,21.66,5.63,Risiko Sedang
FARM_353,Dekat Sungai,Musim Hujan,Teknis,Sedang,Varietas B,251.64,27.08,82.6,103.48,0.92,1.35,23.72,7.24,Risiko Rendah
FARM_142,Dataran Rendah,Musim Hujan,Semi Teknis,Rendah,Varietas A,85.83,28.15,80.28,117.75,2.26,2.87,20.06,6.16,Risiko Rendah
FARM_247,Dataran Menengah,Musim Hujan,Semi Teknis,Rendah,Varietas C,208.83,22.84,81.57,147.31,3.02,1.21,25.39,6.99,Risiko Rendah
FARM_300,Dataran Rendah,Musim Kemarau,Teknis,Sedang,Varietas A,121.92,26.36,63.03,136.7,2.66,3.89,19.37,8.69,Risiko Rendah
FARM_005,Dataran Rendah,Musim Kemarau,Semi Teknis,Tinggi,Varietas C,195.78,30.08,63.5,96.81,0.5,0.46,25.92,7.82,Risiko Rendah
FARM_001,Dataran Menengah,Musim Hujan,Tadah Hujan,Tinggi,Varietas C,150.91,26.77,76.17,108.24,1.38,1.24,25.28,7.88,Risiko Rendah
FARM_323,Dekat Sungai,Musim Hujan,Teknis,Rendah,Varietas A,280.76,25.78,84.27,131.24,1.26,1.07,28.22,6.55,Risiko Rendah
FARM_308,Dataran Rendah,Musim Hujan,Tadah Hujan,Rendah,Varietas A,145.33,26.42,80.2,109.8,2.76,1.3,21.68,6.39,Risiko Rendah
FARM_328,Dekat Sungai,Musim Hujan,Teknis,Tinggi,Varietas B,253.01,25.14,92.44,94.57,2.34,1.33,23.86,8.08,Risiko Rendah
FARM_101,Dataran Rendah,Musim Hujan,Tadah Hujan,Tinggi,Varietas B,184.16,25.58,74.08,96.3,1.2,1.59,29.7,5.47,Risiko Sedang
FARM_227,Tadah Hujan,Musim Hujan,Teknis,Sedang,Varietas A,273.08,26.48,73.29,167.86,1.12,2.34,24.79,8.79,Risiko Rendah
FARM_344,Dataran Menengah,Musim Hujan,Semi Teknis,Rendah,Varietas B,205.67,24.84,91.38,101.46,1.96,3.83,20.16,5.96,Risiko Rendah
FARM_214,Dataran Rendah,Musim Kemarau,Semi Teknis,Sedang,Varietas A,113.32,26.3,73.04,157.46,1.78,1.18,17.03,7.07,Risiko Rendah
FARM_172,Dataran Rendah,Musim Kemarau,Tadah Hujan,Sedang,Varietas B,58.08,27.8,63.14,109.77,3.61,0.74,30.8,1.42,Risiko Tinggi
FARM_099,Dataran Rendah,Musim Hujan,Teknis,Tinggi,Varietas A,231.78,26.57,85.31,89.53,2.35,1.35,28.14,7.81,Risiko Rendah
FARM_216,Dataran Rendah,Musim Kemarau,Teknis,Rendah,Varietas C,119.98,,59.25,117.02,2.54,0.46,19.63,6.44,Risiko Rendah
FARM_062,Dataran Rendah,Musim Kemarau,Semi Teknis,Sedang,Varietas B,96.61,30.34,81.11,177.13,1.9,1.99,25.3,7.15,Risiko Rendah
FARM_048,Dataran Menengah,Musim Hujan,Tadah Hujan,Sedang,Varietas B,156.01,23.5,83.76,113.53,1.58,1.35,24.44,6.34,Risiko Rendah
FARM_033,Dataran Rendah,Musim Hujan,Semi Teknis,Rendah,Varietas C,308.24,24.96,85.78,99.61,1.87,0.74,23.75,1.64,Risiko Tinggi
FARM_201,Dekat Sungai,Musim Kemarau,Tadah Hujan,Sedang,Varietas B,130.69,28.54,81.11,91.3,2.08,0.89,22.7,6.68,Risiko Rendah
FARM_321,Dataran Menengah,Musim Kemarau,Semi Teknis,Rendah,Varietas B,136.0,28.89,78.19,131.34,1.9,1.21,27.03,6.58,Risiko Rendah
FARM_028,Dataran Menengah,Musim Hujan,Semi Teknis,Tinggi,Varietas A,291.46,26.58,88.14,112.33,1.28,0.52,22.08,7.38,Risiko Rendah
FARM_283,Dataran Menengah,Musim Hujan,Tadah Hujan,Sedang,Varietas A,212.3,23.64,90.72,103.92,1.77,0.8,26.0,6.34,Risiko Rendah
FARM_231,Dekat Sungai,Musim Hujan,Semi Teknis,Rendah,Varietas A,208.37,27.02,84.16,71.68,2.34,1.69,18.27,5.34,Risiko Sedang
FARM_261,Dekat Sungai,Musim Hujan,Teknis,Sedang,Varietas C,235.48,25.36,84.35,119.77,3.39,0.83,16.2,8.18,Risiko Rendah
FARM_163,Dekat Sungai,Musim Kemarau,Teknis,Tinggi,Varietas A,147.74,27.11,73.88,104.01,3.11,1.13,22.65,8.73,Risiko Rendah
FARM_322,Dekat Sungai,Musim Hujan,Tadah Hujan,Rendah,Varietas C,,27.11,97.27,111.37,2.22,1.1,18.42,6.79,Risiko Rendah
FARM_139,Dataran Menengah,Musim Kemarau,Semi Teknis,Sedang,Varietas B,56.96,25.65,64.2,166.76,3.28,3.48,17.89,7.47,Risiko Rendah
FARM_063,Tadah Hujan,Musim Hujan,Teknis,Sedang,Varietas A,190.63,26.6,89.69,110.55,2.55,1.76,16.78,8.03,Risiko Rendah
FARM_136,Dataran Rendah,Musim Hujan,Teknis,Rendah,Varietas A,289.52,26.34,84.22,94.53,2.91,2.01,18.06,5.9,Risiko Rendah
FARM_129,Dataran Rendah,Musim Kemarau,Semi Teknis,Sedang,Varietas B,61.08,30.14,62.36,136.02,3.75,1.68,24.81,6.78,Risiko Rendah
FARM_009,Dekat Sungai,Musim Hujan,Teknis,Tinggi,Varietas C,350.88,26.17,80.0,105.15,2.58,1.5,27.18,6.68,Risiko Rendah
FARM_065,Dataran Rendah,Musim Hujan,Teknis,Sedang,Varietas A,206.59,25.07,79.58,72.53,2.54,1.96,27.38,6.47,Risiko Rendah
FARM_015,Dataran Rendah,Musim Hujan,Teknis,Rendah,Varietas A,241.99,26.86,92.21,99.39,1.9,2.69,23.36,7.44,Risiko Rendah
FARM_157,Dekat Sungai,Musim Hujan,Semi Teknis,Tinggi,Varietas A,186.45,25.04,87.19,141.75,2.47,0.67,25.53,8.29,Risiko Rendah
FARM_041,Dataran Rendah,Musim Hujan,Teknis,Tinggi,Varietas C,170.09,27.65,83.81,125.32,1.8,0.9,17.74,8.98,Risiko Rendah
FARM_350,Dekat Sungai,Musim Kemarau,Teknis,Tinggi,Varietas B,101.53,27.6,86.59,61.54,3.42,2.23,26.76,6.75,Risiko Rendah
FARM_293,Tadah Hujan,Musim Kemarau,Tadah Hujan,Tinggi,Varietas B,117.65,28.07,71.84,134.4,3.08,0.6,29.99,7.16,Risiko Rendah
FARM_217,Dataran Rendah,Musim Hujan,Teknis,Rendah,Varietas B,273.53,25.79,79.29,109.06,2.26,1.17,24.54,6.85,Risiko Rendah
FARM_280,Dekat Sungai,Musim Hujan,Semi Teknis,Sedang,Varietas A,288.11,25.36,92.69,99.44,2.87,1.2,28.69,6.36,Risiko Rendah
FARM_312,Dataran Rendah,Musim Kemarau,Semi Teknis,Rendah,Varietas A,73.83,27.14,66.58,60.37,1.89,1.91,24.43,1.73,Risiko Tinggi
FARM_237,Dataran Rendah,Musim Kemarau,Semi Teknis,Sedang,Varietas A,91.71,29.39,62.19,75.88,3.65,2.05,21.87,5.56,Risiko Sedang
FARM_208,Dekat Sungai,Musim Hujan,Semi Teknis,Sedang,Varietas C,151.63,29.54,86.73,68.66,1.43,0.78,21.61,6.21,Risiko Rendah
FARM_213,Dekat Sungai,Musim Hujan,Tadah Hujan,Sedang,Varietas A,267.33,25.54,89.72,182.53,2.09,1.59,24.89,7.88,Risiko Rendah
FARM_329,Dataran Menengah,Musim Kemarau,Tadah Hujan,Sedang,Varietas A,156.07,28.21,63.4,125.12,1.13,1.13,17.62,7.02,Risiko Rendah
FARM_252,Dataran Menengah,Musim Kemarau,Tadah Hujan,Sedang,Varietas B,106.28,28.69,75.42,100.73,2.89,0.63,26.16,6.53,Risiko Rendah
FARM_351,Dataran Menengah,Musim Kemarau,Teknis,Sedang,Varietas A,174.4,28.24,73.98,151.91,2.73,1.38,25.06,9.13,Risiko Rendah
FARM_330,Dataran Rendah,Musim Hujan,Teknis,Tinggi,Varietas A,273.96,27.33,83.03,78.79,1.87,1.96,25.68,6.37,Risiko Rendah
FARM_270,Dataran Rendah,Musim Hujan,Tadah Hujan,Rendah,Varietas B,212.38,24.2,81.74,147.45,2.75,0.93,25.4,6.94,Risiko Rendah
FARM_202,Dataran Rendah,Musim Hujan,Semi Teknis,Sedang,Varietas C,191.1,26.02,79.75,,2.6,0.55,26.37,8.7,Risiko Rendah
FARM_162,Dekat Sungai,Musim Hujan,Semi Teknis,Tinggi,Varietas A,200.4,,81.35,69.09,1.28,0.96,24.62,7.32,Risiko Rendah
FARM_044,Tadah Hujan,Musim Kemarau,Semi Teknis,Tinggi,Varietas A,128.72,31.04,62.38,107.19,2.98,0.42,24.97,6.45,Risiko Rendah
FARM_218,Dekat Sungai,Musim Kemarau,Tadah Hujan,Rendah,Varietas A,161.1,28.39,68.45,88.35,1.72,1.99,27.98,5.78,Risiko Sedang
FARM_191,Dataran Rendah,Musim Hujan,Semi Teknis,Sedang,Varietas B,195.07,26.56,81.02,99.03,1.73,1.08,17.67,6.67,Risiko Rendah
FARM_260,Dataran Rendah,Musim Kemarau,Semi Teknis,Rendah,Varietas B,86.27,29.08,61.3,105.41,2.6,1.02,25.05,5.58,Risiko Sedang
FARM_106,Dataran Rendah,Musim Hujan,Tadah Hujan,Tinggi,Varietas B,261.92,25.37,83.28,98.01,0.87,1.8,27.04,6.0,Risiko Rendah
FARM_054,Tadah Hujan,Musim Kemarau,Teknis,Rendah,Varietas A,64.91,32.0,72.33,67.29,1.87,1.43,22.97,2.94,Risiko Tinggi
FARM_002,Tadah Hujan,Musim Kemarau,Teknis,Rendah,Varietas A,71.99,30.52,71.76,113.27,2.58,0.74,21.4,5.62,Risiko Sedang
FARM_050,Dataran Rendah,Musim Hujan,Tadah Hujan,Sedang,Varietas A,180.44,28.22,83.2,149.91,1.24,2.45,25.98,8.27,Risiko Rendah
FARM_081,Tadah Hujan,Musim Hujan,Semi Teknis,Tinggi,Varietas A,317.81,25.48,76.0,108.55,1.78,1.02,22.61,2.59,Risiko Tinggi
FARM_206,Dataran Rendah,Musim Kemarau,Teknis,Sedang,Varietas B,154.56,27.96,67.47,135.51,1.38,1.24,25.11,8.43,Risiko Rendah
FARM_035,Tadah Hujan,Musim Hujan,Teknis,Sedang,Varietas A,174.85,28.13,79.77,97.2,2.69,1.78,25.05,8.31,Risiko Rendah
FARM_264,Dataran Menengah,Musim Hujan,Teknis,Sedang,Varietas B,145.27,23.9,76.47,132.09,2.59,1.34,29.48,7.45,Risiko Rendah
FARM_092,Dekat Sungai,Musim Kemarau,Tadah Hujan,Tinggi,Varietas B,96.79,31.41,78.31,129.97,2.82,0.99,25.97,6.29,Risiko Rendah
FARM_053,Tadah Hujan,Musim Kemarau,Teknis,Rendah,Varietas A,30.0,30.04,71.06,104.74,3.66,1.68,19.5,4.29,Risiko Sedang
FARM_265,Tadah Hujan,Musim Kemarau,Semi Teknis,Sedang,Varietas A,95.87,28.8,62.95,119.4,2.66,1.37,19.66,6.9,Risiko Rendah
FARM_242,Tadah Hujan,Musim Hujan,Semi Teknis,Rendah,Varietas C,311.73,27.25,83.38,102.37,2.6,0.42,28.32,1.4,Risiko Tinggi
FARM_014,Dataran Rendah,Musim Kemarau,Semi Teknis,Sedang,Varietas B,140.52,28.54,76.67,131.66,2.87,0.77,17.83,7.52,Risiko Rendah
FARM_316,Dekat Sungai,Musim Kemarau,Semi Teknis,Tinggi,Varietas C,59.8,27.42,75.09,112.36,2.1,2.01,29.18,6.88,Risiko Rendah
FARM_089,Tadah Hujan,Musim Hujan,Semi Teknis,Rendah,Varietas C,197.58,27.05,86.85,106.38,1.41,1.18,17.83,6.63,Risiko Rendah
FARM_274,Tadah Hujan,Musim Hujan,Semi Teknis,Sedang,Varietas B,271.43,,79.38,76.59,1.66,1.75,16.88,4.69,Risiko Sedang
FARM_167,Dataran Rendah,Musim Hujan,Semi Teknis,Rendah,Varietas A,240.26,24.54,90.16,109.67,1.38,0.87,19.69,5.77,Risiko Sedang
FARM_354,Dataran Rendah,Musim Hujan,Teknis,Sedang,Varietas B,311.52,26.27,79.21,112.5,1.94,1.33,19.25,7.68,Risiko Rendah
FARM_135,Tadah Hujan,Musim Hujan,Teknis,Sedang,Varietas A,231.84,27.55,80.23,125.04,1.5,2.8,22.28,8.62,Risiko Rendah
FARM_307,Dataran Menengah,Musim Hujan,Tadah Hujan,Tinggi,Varietas A,260.81,24.97,87.15,83.72,3.47,0.72,28.65,6.19,Risiko Rendah
FARM_346,Dekat Sungai,Musim Kemarau,Semi Teknis,Tinggi,Varietas C,157.88,27.49,82.1,128.75,1.91,1.05,17.67,8.12,Risiko Rendah
FARM_320,Dataran Rendah,Musim Kemarau,Teknis,Sedang,Varietas B,143.39,28.64,62.86,144.17,3.07,3.04,22.16,8.35,Risiko Rendah
FARM_244,Dataran Menengah,Musim Hujan,Teknis,Rendah,Varietas C,164.49,26.7,84.64,148.61,3.93,2.24,25.95,8.22,Risiko Rendah
FARM_055,Dataran Menengah,Musim Kemarau,Tadah Hujan,Sedang,Varietas B,94.52,29.31,66.72,89.11,2.77,1.85,21.85,5.25,Risiko Sedang
FARM_051,Tadah Hujan,Musim Hujan,Teknis,Sedang,Varietas A,157.45,27.14,82.37,113.26,2.91,1.2,12.58,6.28,Risiko Rendah
FARM_175,Dekat Sungai,Musim Kemarau,Semi Teknis,Sedang,Varietas A,135.17,27.03,77.17,136.77,2.56,1.12,19.39,8.05,Risiko Rendah
FARM_190,Dataran Rendah,Musim Kemarau,Teknis,Sedang,Varietas B,142.34,29.53,65.7,124.87,2.2,0.66,23.81,8.42,Risiko Rendah
FARM_358,Dataran Menengah,Musim Kemarau,Semi Teknis,Sedang,Varietas A,148.71,27.81,67.76,116.16,2.61,0.8,23.29,7.56,Risiko Rendah
FARM_188,Dataran Menengah,Musim Kemarau,Teknis,Sedang,Varietas B,148.63,25.33,70.63,149.25,3.08,0.65,21.38,8.82,Risiko Rendah
FARM_170,Dataran Menengah,Musim Kemarau,Teknis,Sedang,Varietas B,148.25,28.36,61.19,117.39,2.63,0.35,21.62,7.65,Risiko Rendah
FARM_059,Dataran Rendah,Musim Kemarau,Semi Teknis,Sedang,Varietas A,117.28,33.93,66.74,106.6,0.7,1.28,26.23,3.49,Risiko Tinggi
FARM_049,Dataran Menengah,Musim Kemarau,Teknis,Sedang,Varietas A,118.75,28.91,56.69,162.71,3.26,2.64,21.49,8.42,Risiko Rendah
FARM_236,Dekat Sungai,Musim Hujan,Teknis,Sedang,Varietas A,214.97,29.11,94.7,78.96,3.36,0.69,25.3,7.15,Risiko Rendah
